source,target,source_name,target_name,weight
2116399602,2235927,Michael D. Williams,Crispin R. Coombs,1
144521858,2285182,Y. Duan,Tom Crick,1
1410968693,2285182,R. Dwivedi,Tom Crick,1
143698898,2285182,J. Edwards,Tom Crick,1
121714298,2285182,Aled Eirug,Tom Crick,1
2285182,26898704,Tom Crick,Vassilis Galanos,1
2285182,2937059,Tom Crick,P. Ilavarasan,1
2285182,50817520,Tom Crick,M. Janssen,1
2168272578,2285182,Paul Jones,Tom Crick,1
2285182,2733956,Tom Crick,A. Kar,1
2285182,41074539,Tom Crick,Hatice Kizgin,1
1418648774,2285182,Bianca Kronemann,Tom Crick,1
1696747,2285182,Banita Lal,Tom Crick,1
2285182,3094343,Tom Crick,B. Lucini,1
2285182,2575165,Tom Crick,R. Medaglia,1
1404797274,2285182,K. L. Meunier-FitzHugh,Tom Crick,1
1415234363,2285182,L. Meunier-FitzHugh,Tom Crick,1
2285182,47033159,Tom Crick,S. Misra,1
2285182,52563419,Tom Crick,E. Mogaji,1
2038468629,2285182,S. Sharma,Tom Crick,1
153278840,2285182,J. Singh,Tom Crick,1
2285182,35098701,Tom Crick,Vishnupriya Raghavan,1
2285182,2775338,Tom Crick,R. Raman,1
1688149,2285182,Nripendra P. Rana,Tom Crick,1
2032434,2285182,Spyridon Samothrakis,Tom Crick,1
2285182,66781543,Tom Crick,Jak Spencer,1
2191954,2285182,K. Tamilmani,Tom Crick,1
102927759,2285182,Annie Tubadji,Tom Crick,1
144340154,2285182,P. Walton,Tom Crick,1
2116399602,2285182,Michael D. Williams,Tom Crick,1
1410968693,144521858,R. Dwivedi,Y. Duan,1
143698898,144521858,J. Edwards,Y. Duan,1
121714298,144521858,Aled Eirug,Y. Duan,1
144521858,26898704,Y. Duan,Vassilis Galanos,1
144521858,2937059,Y. Duan,P. Ilavarasan,1
144521858,50817520,Y. Duan,M. Janssen,1
144521858,2168272578,Y. Duan,Paul Jones,1
144521858,2733956,Y. Duan,A. Kar,1
144521858,41074539,Y. Duan,Hatice Kizgin,1
1418648774,144521858,Bianca Kronemann,Y. Duan,1
144521858,1696747,Y. Duan,Banita Lal,1
144521858,3094343,Y. Duan,B. Lucini,1
144521858,2575165,Y. Duan,R. Medaglia,1
1404797274,144521858,K. L. Meunier-FitzHugh,Y. Duan,1
1415234363,144521858,L. Meunier-FitzHugh,Y. Duan,1
144521858,47033159,Y. Duan,S. Misra,1
144521858,52563419,Y. Duan,E. Mogaji,1
144521858,2038468629,Y. Duan,S. Sharma,1
144521858,153278840,Y. Duan,J. Singh,1
144521858,35098701,Y. Duan,Vishnupriya Raghavan,1
144521858,2775338,Y. Duan,R. Raman,1
144521858,1688149,Y. Duan,Nripendra P. Rana,1
144521858,2032434,Y. Duan,Spyridon Samothrakis,1
144521858,66781543,Y. Duan,Jak Spencer,1
144521858,2191954,Y. Duan,K. Tamilmani,1
102927759,144521858,Annie Tubadji,Y. Duan,1
144340154,144521858,P. Walton,Y. Duan,1
144521858,2116399602,Y. Duan,Michael D. Williams,1
1410968693,143698898,R. Dwivedi,J. Edwards,1
121714298,1410968693,Aled Eirug,R. Dwivedi,1
1410968693,26898704,R. Dwivedi,Vassilis Galanos,1
1410968693,2937059,R. Dwivedi,P. Ilavarasan,1
1410968693,50817520,R. Dwivedi,M. Janssen,1
1410968693,2168272578,R. Dwivedi,Paul Jones,1
1410968693,2733956,R. Dwivedi,A. Kar,1
1410968693,41074539,R. Dwivedi,Hatice Kizgin,1
1410968693,1418648774,R. Dwivedi,Bianca Kronemann,1
1410968693,1696747,R. Dwivedi,Banita Lal,1
1410968693,3094343,R. Dwivedi,B. Lucini,1
1410968693,2575165,R. Dwivedi,R. Medaglia,1
1404797274,1410968693,K. L. Meunier-FitzHugh,R. Dwivedi,1
1410968693,1415234363,R. Dwivedi,L. Meunier-FitzHugh,1
1410968693,47033159,R. Dwivedi,S. Misra,1
1410968693,52563419,R. Dwivedi,E. Mogaji,1
1410968693,2038468629,R. Dwivedi,S. Sharma,1
1410968693,153278840,R. Dwivedi,J. Singh,1
1410968693,35098701,R. Dwivedi,Vishnupriya Raghavan,1
1410968693,2775338,R. Dwivedi,R. Raman,1
1410968693,1688149,R. Dwivedi,Nripendra P. Rana,1
1410968693,2032434,R. Dwivedi,Spyridon Samothrakis,1
1410968693,66781543,R. Dwivedi,Jak Spencer,1
1410968693,2191954,R. Dwivedi,K. Tamilmani,1
102927759,1410968693,Annie Tubadji,R. Dwivedi,1
1410968693,144340154,R. Dwivedi,P. Walton,1
1410968693,2116399602,R. Dwivedi,Michael D. Williams,1
121714298,143698898,Aled Eirug,J. Edwards,1
143698898,26898704,J. Edwards,Vassilis Galanos,1
143698898,2937059,J. Edwards,P. Ilavarasan,1
143698898,50817520,J. Edwards,M. Janssen,1
143698898,2168272578,J. Edwards,Paul Jones,1
143698898,2733956,J. Edwards,A. Kar,1
143698898,41074539,J. Edwards,Hatice Kizgin,1
1418648774,143698898,Bianca Kronemann,J. Edwards,1
143698898,1696747,J. Edwards,Banita Lal,1
143698898,3094343,J. Edwards,B. Lucini,1
143698898,2575165,J. Edwards,R. Medaglia,1
1404797274,143698898,K. L. Meunier-FitzHugh,J. Edwards,1
1415234363,143698898,L. Meunier-FitzHugh,J. Edwards,1
143698898,47033159,J. Edwards,S. Misra,1
143698898,52563419,J. Edwards,E. Mogaji,1
143698898,2038468629,J. Edwards,S. Sharma,1
143698898,153278840,J. Edwards,J. Singh,1
143698898,35098701,J. Edwards,Vishnupriya Raghavan,1
143698898,2775338,J. Edwards,R. Raman,1
143698898,1688149,J. Edwards,Nripendra P. Rana,1
143698898,2032434,J. Edwards,Spyridon Samothrakis,1
143698898,66781543,J. Edwards,Jak Spencer,1
143698898,2191954,J. Edwards,K. Tamilmani,1
102927759,143698898,Annie Tubadji,J. Edwards,1
143698898,144340154,J. Edwards,P. Walton,1
143698898,2116399602,J. Edwards,Michael D. Williams,1
121714298,26898704,Aled Eirug,Vassilis Galanos,1
121714298,2937059,Aled Eirug,P. Ilavarasan,1
121714298,50817520,Aled Eirug,M. Janssen,1
121714298,2168272578,Aled Eirug,Paul Jones,1
121714298,2733956,Aled Eirug,A. Kar,1
121714298,41074539,Aled Eirug,Hatice Kizgin,1
121714298,1418648774,Aled Eirug,Bianca Kronemann,1
121714298,1696747,Aled Eirug,Banita Lal,1
121714298,3094343,Aled Eirug,B. Lucini,1
121714298,2575165,Aled Eirug,R. Medaglia,1
121714298,1404797274,Aled Eirug,K. L. Meunier-FitzHugh,1
121714298,1415234363,Aled Eirug,L. Meunier-FitzHugh,1
121714298,47033159,Aled Eirug,S. Misra,1
121714298,52563419,Aled Eirug,E. Mogaji,1
121714298,2038468629,Aled Eirug,S. Sharma,1
121714298,153278840,Aled Eirug,J. Singh,1
121714298,35098701,Aled Eirug,Vishnupriya Raghavan,1
121714298,2775338,Aled Eirug,R. Raman,1
121714298,1688149,Aled Eirug,Nripendra P. Rana,1
121714298,2032434,Aled Eirug,Spyridon Samothrakis,1
121714298,66781543,Aled Eirug,Jak Spencer,1
121714298,2191954,Aled Eirug,K. Tamilmani,1
102927759,121714298,Annie Tubadji,Aled Eirug,1
121714298,144340154,Aled Eirug,P. Walton,1
121714298,2116399602,Aled Eirug,Michael D. Williams,1
26898704,2937059,Vassilis Galanos,P. Ilavarasan,1
26898704,50817520,Vassilis Galanos,M. Janssen,1
2168272578,26898704,Paul Jones,Vassilis Galanos,1
26898704,2733956,Vassilis Galanos,A. Kar,1
26898704,41074539,Vassilis Galanos,Hatice Kizgin,1
1418648774,26898704,Bianca Kronemann,Vassilis Galanos,1
1696747,26898704,Banita Lal,Vassilis Galanos,1
26898704,3094343,Vassilis Galanos,B. Lucini,1
2575165,26898704,R. Medaglia,Vassilis Galanos,1
1404797274,26898704,K. L. Meunier-FitzHugh,Vassilis Galanos,1
1415234363,26898704,L. Meunier-FitzHugh,Vassilis Galanos,1
26898704,47033159,Vassilis Galanos,S. Misra,1
26898704,52563419,Vassilis Galanos,E. Mogaji,1
2038468629,26898704,S. Sharma,Vassilis Galanos,1
153278840,26898704,J. Singh,Vassilis Galanos,1
26898704,35098701,Vassilis Galanos,Vishnupriya Raghavan,1
26898704,2775338,Vassilis Galanos,R. Raman,1
1688149,26898704,Nripendra P. Rana,Vassilis Galanos,1
2032434,26898704,Spyridon Samothrakis,Vassilis Galanos,1
26898704,66781543,Vassilis Galanos,Jak Spencer,1
2191954,26898704,K. Tamilmani,Vassilis Galanos,1
102927759,26898704,Annie Tubadji,Vassilis Galanos,1
144340154,26898704,P. Walton,Vassilis Galanos,1
2116399602,26898704,Michael D. Williams,Vassilis Galanos,1
2937059,50817520,P. Ilavarasan,M. Janssen,1
2168272578,2937059,Paul Jones,P. Ilavarasan,1
2733956,2937059,A. Kar,P. Ilavarasan,1
2937059,41074539,P. Ilavarasan,Hatice Kizgin,1
1418648774,2937059,Bianca Kronemann,P. Ilavarasan,1
1696747,2937059,Banita Lal,P. Ilavarasan,1
2937059,3094343,P. Ilavarasan,B. Lucini,1
2575165,2937059,R. Medaglia,P. Ilavarasan,1
1404797274,2937059,K. L. Meunier-FitzHugh,P. Ilavarasan,1
1415234363,2937059,L. Meunier-FitzHugh,P. Ilavarasan,1
2937059,47033159,P. Ilavarasan,S. Misra,1
2937059,52563419,P. Ilavarasan,E. Mogaji,1
2038468629,2937059,S. Sharma,P. Ilavarasan,1
153278840,2937059,J. Singh,P. Ilavarasan,1
2937059,35098701,P. Ilavarasan,Vishnupriya Raghavan,1
2775338,2937059,R. Raman,P. Ilavarasan,1
1688149,2937059,Nripendra P. Rana,P. Ilavarasan,1
2032434,2937059,Spyridon Samothrakis,P. Ilavarasan,1
2937059,66781543,P. Ilavarasan,Jak Spencer,1
2191954,2937059,K. Tamilmani,P. Ilavarasan,1
102927759,2937059,Annie Tubadji,P. Ilavarasan,1
144340154,2937059,P. Walton,P. Ilavarasan,1
2116399602,2937059,Michael D. Williams,P. Ilavarasan,1
2168272578,50817520,Paul Jones,M. Janssen,1
2733956,50817520,A. Kar,M. Janssen,1
41074539,50817520,Hatice Kizgin,M. Janssen,1
1418648774,50817520,Bianca Kronemann,M. Janssen,1
1696747,50817520,Banita Lal,M. Janssen,1
3094343,50817520,B. Lucini,M. Janssen,1
2575165,50817520,R. Medaglia,M. Janssen,1
1404797274,50817520,K. L. Meunier-FitzHugh,M. Janssen,1
1415234363,50817520,L. Meunier-FitzHugh,M. Janssen,1
47033159,50817520,S. Misra,M. Janssen,1
50817520,52563419,M. Janssen,E. Mogaji,1
2038468629,50817520,S. Sharma,M. Janssen,1
153278840,50817520,J. Singh,M. Janssen,1
35098701,50817520,Vishnupriya Raghavan,M. Janssen,1
2775338,50817520,R. Raman,M. Janssen,1
1688149,50817520,Nripendra P. Rana,M. Janssen,1
2032434,50817520,Spyridon Samothrakis,M. Janssen,1
50817520,66781543,M. Janssen,Jak Spencer,1
2191954,50817520,K. Tamilmani,M. Janssen,1
102927759,50817520,Annie Tubadji,M. Janssen,1
144340154,50817520,P. Walton,M. Janssen,1
2116399602,50817520,Michael D. Williams,M. Janssen,1
2168272578,2733956,Paul Jones,A. Kar,1
2168272578,41074539,Paul Jones,Hatice Kizgin,1
1418648774,2168272578,Bianca Kronemann,Paul Jones,1
1696747,2168272578,Banita Lal,Paul Jones,1
2168272578,3094343,Paul Jones,B. Lucini,1
2168272578,2575165,Paul Jones,R. Medaglia,1
1404797274,2168272578,K. L. Meunier-FitzHugh,Paul Jones,1
1415234363,2168272578,L. Meunier-FitzHugh,Paul Jones,1
2168272578,47033159,Paul Jones,S. Misra,1
2168272578,52563419,Paul Jones,E. Mogaji,1
2038468629,2168272578,S. Sharma,Paul Jones,1
153278840,2168272578,J. Singh,Paul Jones,1
2168272578,35098701,Paul Jones,Vishnupriya Raghavan,1
2168272578,2775338,Paul Jones,R. Raman,1
1688149,2168272578,Nripendra P. Rana,Paul Jones,1
2032434,2168272578,Spyridon Samothrakis,Paul Jones,1
2168272578,66781543,Paul Jones,Jak Spencer,1
2168272578,2191954,Paul Jones,K. Tamilmani,1
102927759,2168272578,Annie Tubadji,Paul Jones,1
144340154,2168272578,P. Walton,Paul Jones,1
2116399602,2168272578,Michael D. Williams,Paul Jones,1
2733956,41074539,A. Kar,Hatice Kizgin,1
1418648774,2733956,Bianca Kronemann,A. Kar,1
1696747,2733956,Banita Lal,A. Kar,1
2733956,3094343,A. Kar,B. Lucini,1
2575165,2733956,R. Medaglia,A. Kar,1
1404797274,2733956,K. L. Meunier-FitzHugh,A. Kar,1
1415234363,2733956,L. Meunier-FitzHugh,A. Kar,1
2733956,47033159,A. Kar,S. Misra,1
2733956,52563419,A. Kar,E. Mogaji,1
2038468629,2733956,S. Sharma,A. Kar,1
153278840,2733956,J. Singh,A. Kar,1
2733956,35098701,A. Kar,Vishnupriya Raghavan,1
2733956,2775338,A. Kar,R. Raman,1
1688149,2733956,Nripendra P. Rana,A. Kar,1
2032434,2733956,Spyridon Samothrakis,A. Kar,1
2733956,66781543,A. Kar,Jak Spencer,1
2191954,2733956,K. Tamilmani,A. Kar,1
102927759,2733956,Annie Tubadji,A. Kar,1
144340154,2733956,P. Walton,A. Kar,1
2116399602,2733956,Michael D. Williams,A. Kar,1
1418648774,41074539,Bianca Kronemann,Hatice Kizgin,1
1696747,41074539,Banita Lal,Hatice Kizgin,1
3094343,41074539,B. Lucini,Hatice Kizgin,1
2575165,41074539,R. Medaglia,Hatice Kizgin,1
1404797274,41074539,K. L. Meunier-FitzHugh,Hatice Kizgin,1
1415234363,41074539,L. Meunier-FitzHugh,Hatice Kizgin,1
41074539,47033159,Hatice Kizgin,S. Misra,1
41074539,52563419,Hatice Kizgin,E. Mogaji,1
2038468629,41074539,S. Sharma,Hatice Kizgin,1
153278840,41074539,J. Singh,Hatice Kizgin,1
35098701,41074539,Vishnupriya Raghavan,Hatice Kizgin,1
2775338,41074539,R. Raman,Hatice Kizgin,1
1688149,41074539,Nripendra P. Rana,Hatice Kizgin,1
2032434,41074539,Spyridon Samothrakis,Hatice Kizgin,1
41074539,66781543,Hatice Kizgin,Jak Spencer,1
2191954,41074539,K. Tamilmani,Hatice Kizgin,1
102927759,41074539,Annie Tubadji,Hatice Kizgin,1
144340154,41074539,P. Walton,Hatice Kizgin,1
2116399602,41074539,Michael D. Williams,Hatice Kizgin,1
1418648774,1696747,Bianca Kronemann,Banita Lal,1
1418648774,3094343,Bianca Kronemann,B. Lucini,1
1418648774,2575165,Bianca Kronemann,R. Medaglia,1
1404797274,1418648774,K. L. Meunier-FitzHugh,Bianca Kronemann,1
1415234363,1418648774,L. Meunier-FitzHugh,Bianca Kronemann,1
1418648774,47033159,Bianca Kronemann,S. Misra,1
1418648774,52563419,Bianca Kronemann,E. Mogaji,1
1418648774,2038468629,Bianca Kronemann,S. Sharma,1
1418648774,153278840,Bianca Kronemann,J. Singh,1
1418648774,35098701,Bianca Kronemann,Vishnupriya Raghavan,1
1418648774,2775338,Bianca Kronemann,R. Raman,1
1418648774,1688149,Bianca Kronemann,Nripendra P. Rana,1
1418648774,2032434,Bianca Kronemann,Spyridon Samothrakis,1
1418648774,66781543,Bianca Kronemann,Jak Spencer,1
1418648774,2191954,Bianca Kronemann,K. Tamilmani,1
102927759,1418648774,Annie Tubadji,Bianca Kronemann,1
1418648774,144340154,Bianca Kronemann,P. Walton,1
1418648774,2116399602,Bianca Kronemann,Michael D. Williams,1
1696747,3094343,Banita Lal,B. Lucini,1
1696747,2575165,Banita Lal,R. Medaglia,1
1404797274,1696747,K. L. Meunier-FitzHugh,Banita Lal,1
1415234363,1696747,L. Meunier-FitzHugh,Banita Lal,1
1696747,47033159,Banita Lal,S. Misra,1
1696747,52563419,Banita Lal,E. Mogaji,1
1696747,2038468629,Banita Lal,S. Sharma,1
153278840,1696747,J. Singh,Banita Lal,1
1696747,35098701,Banita Lal,Vishnupriya Raghavan,1
1696747,2775338,Banita Lal,R. Raman,1
1688149,1696747,Nripendra P. Rana,Banita Lal,1
1696747,2032434,Banita Lal,Spyridon Samothrakis,1
1696747,66781543,Banita Lal,Jak Spencer,1
1696747,2191954,Banita Lal,K. Tamilmani,1
102927759,1696747,Annie Tubadji,Banita Lal,1
144340154,1696747,P. Walton,Banita Lal,1
1696747,2116399602,Banita Lal,Michael D. Williams,1
2575165,3094343,R. Medaglia,B. Lucini,1
1404797274,3094343,K. L. Meunier-FitzHugh,B. Lucini,1
1415234363,3094343,L. Meunier-FitzHugh,B. Lucini,1
3094343,47033159,B. Lucini,S. Misra,1
3094343,52563419,B. Lucini,E. Mogaji,1
2038468629,3094343,S. Sharma,B. Lucini,1
153278840,3094343,J. Singh,B. Lucini,1
3094343,35098701,B. Lucini,Vishnupriya Raghavan,1
2775338,3094343,R. Raman,B. Lucini,1
1688149,3094343,Nripendra P. Rana,B. Lucini,1
2032434,3094343,Spyridon Samothrakis,B. Lucini,1
3094343,66781543,B. Lucini,Jak Spencer,1
2191954,3094343,K. Tamilmani,B. Lucini,1
102927759,3094343,Annie Tubadji,B. Lucini,1
144340154,3094343,P. Walton,B. Lucini,1
2116399602,3094343,Michael D. Williams,B. Lucini,1
1404797274,2575165,K. L. Meunier-FitzHugh,R. Medaglia,1
1415234363,2575165,L. Meunier-FitzHugh,R. Medaglia,1
2575165,47033159,R. Medaglia,S. Misra,1
2575165,52563419,R. Medaglia,E. Mogaji,1
2038468629,2575165,S. Sharma,R. Medaglia,1
153278840,2575165,J. Singh,R. Medaglia,1
2575165,35098701,R. Medaglia,Vishnupriya Raghavan,1
2575165,2775338,R. Medaglia,R. Raman,1
1688149,2575165,Nripendra P. Rana,R. Medaglia,1
2032434,2575165,Spyridon Samothrakis,R. Medaglia,1
2575165,66781543,R. Medaglia,Jak Spencer,1
2191954,2575165,K. Tamilmani,R. Medaglia,1
102927759,2575165,Annie Tubadji,R. Medaglia,1
144340154,2575165,P. Walton,R. Medaglia,1
2116399602,2575165,Michael D. Williams,R. Medaglia,1
1404797274,1415234363,K. L. Meunier-FitzHugh,L. Meunier-FitzHugh,1
1404797274,47033159,K. L. Meunier-FitzHugh,S. Misra,1
1404797274,52563419,K. L. Meunier-FitzHugh,E. Mogaji,1
1404797274,2038468629,K. L. Meunier-FitzHugh,S. Sharma,1
1404797274,153278840,K. L. Meunier-FitzHugh,J. Singh,1
1404797274,35098701,K. L. Meunier-FitzHugh,Vishnupriya Raghavan,1
1404797274,2775338,K. L. Meunier-FitzHugh,R. Raman,1
1404797274,1688149,K. L. Meunier-FitzHugh,Nripendra P. Rana,1
1404797274,2032434,K. L. Meunier-FitzHugh,Spyridon Samothrakis,1
1404797274,66781543,K. L. Meunier-FitzHugh,Jak Spencer,1
1404797274,2191954,K. L. Meunier-FitzHugh,K. Tamilmani,1
102927759,1404797274,Annie Tubadji,K. L. Meunier-FitzHugh,1
1404797274,144340154,K. L. Meunier-FitzHugh,P. Walton,1
1404797274,2116399602,K. L. Meunier-FitzHugh,Michael D. Williams,1
1415234363,47033159,L. Meunier-FitzHugh,S. Misra,1
1415234363,52563419,L. Meunier-FitzHugh,E. Mogaji,1
1415234363,2038468629,L. Meunier-FitzHugh,S. Sharma,1
1415234363,153278840,L. Meunier-FitzHugh,J. Singh,1
1415234363,35098701,L. Meunier-FitzHugh,Vishnupriya Raghavan,1
1415234363,2775338,L. Meunier-FitzHugh,R. Raman,1
1415234363,1688149,L. Meunier-FitzHugh,Nripendra P. Rana,1
1415234363,2032434,L. Meunier-FitzHugh,Spyridon Samothrakis,1
1415234363,66781543,L. Meunier-FitzHugh,Jak Spencer,1
1415234363,2191954,L. Meunier-FitzHugh,K. Tamilmani,1
102927759,1415234363,Annie Tubadji,L. Meunier-FitzHugh,1
1415234363,144340154,L. Meunier-FitzHugh,P. Walton,1
1415234363,2116399602,L. Meunier-FitzHugh,Michael D. Williams,1
47033159,52563419,S. Misra,E. Mogaji,1
2038468629,47033159,S. Sharma,S. Misra,1
153278840,47033159,J. Singh,S. Misra,1
35098701,47033159,Vishnupriya Raghavan,S. Misra,1
2775338,47033159,R. Raman,S. Misra,1
1688149,47033159,Nripendra P. Rana,S. Misra,1
2032434,47033159,Spyridon Samothrakis,S. Misra,1
47033159,66781543,S. Misra,Jak Spencer,1
2191954,47033159,K. Tamilmani,S. Misra,1
102927759,47033159,Annie Tubadji,S. Misra,1
144340154,47033159,P. Walton,S. Misra,1
2116399602,47033159,Michael D. Williams,S. Misra,1
2038468629,52563419,S. Sharma,E. Mogaji,1
153278840,52563419,J. Singh,E. Mogaji,1
35098701,52563419,Vishnupriya Raghavan,E. Mogaji,1
2775338,52563419,R. Raman,E. Mogaji,1
1688149,52563419,Nripendra P. Rana,E. Mogaji,1
2032434,52563419,Spyridon Samothrakis,E. Mogaji,1
52563419,66781543,E. Mogaji,Jak Spencer,1
2191954,52563419,K. Tamilmani,E. Mogaji,1
102927759,52563419,Annie Tubadji,E. Mogaji,1
144340154,52563419,P. Walton,E. Mogaji,1
2116399602,52563419,Michael D. Williams,E. Mogaji,1
153278840,2038468629,J. Singh,S. Sharma,1
2038468629,35098701,S. Sharma,Vishnupriya Raghavan,1
2038468629,2775338,S. Sharma,R. Raman,1
1688149,2038468629,Nripendra P. Rana,S. Sharma,1
2032434,2038468629,Spyridon Samothrakis,S. Sharma,1
2038468629,66781543,S. Sharma,Jak Spencer,1
2038468629,2191954,S. Sharma,K. Tamilmani,1
102927759,2038468629,Annie Tubadji,S. Sharma,1
144340154,2038468629,P. Walton,S. Sharma,1
2038468629,2116399602,S. Sharma,Michael D. Williams,1
153278840,35098701,J. Singh,Vishnupriya Raghavan,1
153278840,2775338,J. Singh,R. Raman,1
153278840,1688149,J. Singh,Nripendra P. Rana,1
153278840,2032434,J. Singh,Spyridon Samothrakis,1
153278840,66781543,J. Singh,Jak Spencer,1
153278840,2191954,J. Singh,K. Tamilmani,1
102927759,153278840,Annie Tubadji,J. Singh,1
144340154,153278840,P. Walton,J. Singh,1
153278840,2116399602,J. Singh,Michael D. Williams,1
2775338,35098701,R. Raman,Vishnupriya Raghavan,1
1688149,35098701,Nripendra P. Rana,Vishnupriya Raghavan,1
2032434,35098701,Spyridon Samothrakis,Vishnupriya Raghavan,1
35098701,66781543,Vishnupriya Raghavan,Jak Spencer,1
2191954,35098701,K. Tamilmani,Vishnupriya Raghavan,1
102927759,35098701,Annie Tubadji,Vishnupriya Raghavan,1
144340154,35098701,P. Walton,Vishnupriya Raghavan,1
2116399602,35098701,Michael D. Williams,Vishnupriya Raghavan,1
1688149,2775338,Nripendra P. Rana,R. Raman,1
2032434,2775338,Spyridon Samothrakis,R. Raman,1
2775338,66781543,R. Raman,Jak Spencer,1
2191954,2775338,K. Tamilmani,R. Raman,1
102927759,2775338,Annie Tubadji,R. Raman,1
144340154,2775338,P. Walton,R. Raman,1
2116399602,2775338,Michael D. Williams,R. Raman,1
1688149,2032434,Nripendra P. Rana,Spyridon Samothrakis,1
1688149,66781543,Nripendra P. Rana,Jak Spencer,1
1688149,2191954,Nripendra P. Rana,K. Tamilmani,1
102927759,1688149,Annie Tubadji,Nripendra P. Rana,1
144340154,1688149,P. Walton,Nripendra P. Rana,1
1688149,2116399602,Nripendra P. Rana,Michael D. Williams,1
2032434,66781543,Spyridon Samothrakis,Jak Spencer,1
2032434,2191954,Spyridon Samothrakis,K. Tamilmani,1
102927759,2032434,Annie Tubadji,Spyridon Samothrakis,1
144340154,2032434,P. Walton,Spyridon Samothrakis,1
2032434,2116399602,Spyridon Samothrakis,Michael D. Williams,1
2191954,66781543,K. Tamilmani,Jak Spencer,1
102927759,66781543,Annie Tubadji,Jak Spencer,1
144340154,66781543,P. Walton,Jak Spencer,1
2116399602,66781543,Michael D. Williams,Jak Spencer,1
102927759,2191954,Annie Tubadji,K. Tamilmani,1
144340154,2191954,P. Walton,K. Tamilmani,1
2116399602,2191954,Michael D. Williams,K. Tamilmani,1
102927759,144340154,Annie Tubadji,P. Walton,1
102927759,2116399602,Annie Tubadji,Michael D. Williams,1
144340154,2116399602,P. Walton,Michael D. Williams,1
119848616,2310506836,S. A. Vakhabova,Valery V. Kosulin,1
119848616,2335370855,S. A. Vakhabova,Ana Zizaeva,1
2310506836,2335370855,Valery V. Kosulin,Ana Zizaeva,1
10685155,2244651851,Mike Schaekermann,Tao Tu,1
2244651851,2266472373,Tao Tu,Anil Palepu,1
2244651851,2279021635,Tao Tu,Khaled Saab,1
2244651851,2279022140,Tao Tu,Jan Freyberg,1
2244651851,3480712,Tao Tu,Ryutaro Tanno,1
2217861514,2244651851,Amy Wang,Tao Tu,1
2244651851,2279162093,Tao Tu,Brenna Li,1
2224893214,2244651851,Mohamed Amin,Tao Tu,1
2244651851,2269173133,Tao Tu,Yong Cheng,1
2244651851,2298901106,Tao Tu,E. Vedadi,1
2213266,2244651851,Nenad Tomašev,Tao Tu,1
2244651851,40151244,Tao Tu,Shekoofeh Azizi,1
2244651851,2268759673,Tao Tu,Karan Singhal,1
2244651851,2269258459,Tao Tu,Le Hou,1
2244651851,2291172852,Tao Tu,Albert Webson,1
2244651851,2269148145,Tao Tu,Kavita Kulkarni,1
2244651851,2268760043,Tao Tu,S. Mahdavi,1
2244651851,52326632,Tao Tu,Christopher Semturs,1
2051681709,2244651851,Juraj Gottweis,Tao Tu,1
2244651851,2269147696,Tao Tu,Joelle K. Barral,1
2244651851,2269148566,Tao Tu,Katherine Chou,1
2084098271,2244651851,Greg S. Corrado,Tao Tu,1
2244651851,2269148232,Tao Tu,Yossi Matias,1
2213433382,2244651851,A. Karthikesalingam,Tao Tu,1
144223091,2244651851,Vivek Natarajan,Tao Tu,1
10685155,2266472373,Mike Schaekermann,Anil Palepu,1
10685155,2279021635,Mike Schaekermann,Khaled Saab,1
10685155,2279022140,Mike Schaekermann,Jan Freyberg,1
10685155,3480712,Mike Schaekermann,Ryutaro Tanno,1
10685155,2217861514,Mike Schaekermann,Amy Wang,1
10685155,2279162093,Mike Schaekermann,Brenna Li,1
10685155,2224893214,Mike Schaekermann,Mohamed Amin,1
10685155,2269173133,Mike Schaekermann,Yong Cheng,1
10685155,2298901106,Mike Schaekermann,E. Vedadi,1
10685155,2213266,Mike Schaekermann,Nenad Tomašev,1
10685155,40151244,Mike Schaekermann,Shekoofeh Azizi,1
10685155,2268759673,Mike Schaekermann,Karan Singhal,1
10685155,2269258459,Mike Schaekermann,Le Hou,1
10685155,2291172852,Mike Schaekermann,Albert Webson,1
10685155,2269148145,Mike Schaekermann,Kavita Kulkarni,1
10685155,2268760043,Mike Schaekermann,S. Mahdavi,1
10685155,52326632,Mike Schaekermann,Christopher Semturs,1
10685155,2051681709,Mike Schaekermann,Juraj Gottweis,1
10685155,2269147696,Mike Schaekermann,Joelle K. Barral,1
10685155,2269148566,Mike Schaekermann,Katherine Chou,1
10685155,2084098271,Mike Schaekermann,Greg S. Corrado,1
10685155,2269148232,Mike Schaekermann,Yossi Matias,1
10685155,2213433382,Mike Schaekermann,A. Karthikesalingam,1
10685155,144223091,Mike Schaekermann,Vivek Natarajan,1
2266472373,2279021635,Anil Palepu,Khaled Saab,1
2266472373,2279022140,Anil Palepu,Jan Freyberg,1
2266472373,3480712,Anil Palepu,Ryutaro Tanno,1
2217861514,2266472373,Amy Wang,Anil Palepu,1
2266472373,2279162093,Anil Palepu,Brenna Li,1
2224893214,2266472373,Mohamed Amin,Anil Palepu,1
2266472373,2269173133,Anil Palepu,Yong Cheng,1
2266472373,2298901106,Anil Palepu,E. Vedadi,1
2213266,2266472373,Nenad Tomašev,Anil Palepu,1
2266472373,40151244,Anil Palepu,Shekoofeh Azizi,1
2266472373,2268759673,Anil Palepu,Karan Singhal,1
2266472373,2269258459,Anil Palepu,Le Hou,1
